"","Clus 1","Clus 2","Clus 3","Clus 4","Clus 5","Clus 6","Clus 7","Clus 8","Clus 9","Clus 10","Clus 11","Clus 12"
"Obj 1410",0.949892111342289,1.70051102572131e-05,0.00318427398068348,0.00160339357677196,8.49043331712482e-06,4.5179391816648e-06,3.81216574182035e-05,2.54102661549387e-06,1.46959742903341e-06,0.000273334353056068,8.94033230755365e-05,0.0448853376599052
"Obj 1411",0.953044086912118,1.64534997999875e-05,0.00315232868256603,0.00153757303869401,8.22530861591762e-06,4.37929675745612e-06,3.68330620560797e-05,2.46416999925934e-06,1.42574219521636e-06,0.000263038691784881,8.62441356244461e-05,0.041846947459789
"Obj 1412",0.959327501662046,1.47143686695343e-05,0.00289767114165753,0.00135538845725797,7.35938903028371e-06,3.92071339748314e-06,3.2887553527208e-05,2.20786158287722e-06,1.27786017839982e-06,0.00023355199412947,7.68582931064294e-05,0.0360466607054172
"Obj 1413",0.959530040830485,1.5345431670181e-05,0.00308696781853222,0.0013929493262051,7.68499795856526e-06,4.0981649352034e-06,3.42955079433767e-05,2.30844904729438e-06,1.33671085250132e-06,0.000242589393614907,8.00389656230605e-05,0.0356023444031324
"Obj 1414",0.967655336870363,1.22450800512132e-05,0.00253746526464406,0.00110489165020279,6.13551791890435e-06,3.27345134952638e-06,2.73191127717165e-05,1.84485215296914e-06,1.06880900774205e-06,0.000192551605881632,6.36748455583358e-05,0.0283941929400982
"Obj 1415",0.972227291359069,1.08570753915214e-05,0.00231361585473944,0.000965937220906687,5.44441702973767e-06,2.90684659203438e-06,2.41966878410012e-05,1.63920389789228e-06,9.50001113403815e-07,0.000169826656984297,5.63072773413927e-05,0.0242210273990939
"Obj 1416",0.972556511313575,1.108978982938e-05,0.00241897781828558,0.000976748125670469,5.56810509131244e-06,2.9749233458879e-06,2.46962003451552e-05,1.67820655851126e-06,9.73054092574119e-07,0.000172664461980932,5.73679481947109e-05,0.02377075005303
"Obj 1417",0.978373236674579,8.87883234998091e-06,0.00199458715608272,0.000772319094307653,4.45967345356007e-06,2.38422182040543e-06,1.97377831442543e-05,1.34587502097648e-06,7.80708851303703e-07,0.00013743633638277,4.57978237382484e-05,0.0186390358202694
"Obj 1418",0.97939357319625,8.70852057570465e-06,0.00199935858535755,0.000751837587459492,4.3793191552471e-06,2.34264861956878e-06,1.9338853150249e-05,1.3229628708826e-06,7.67735306639287e-07,0.000134071239247694,4.47972659102471e-05,0.017639502086097
"Obj 1419",0.982898619066283,7.37498620110032e-06,0.00174296664876356,0.00062839987457003,3.71059655677817e-06,1.98616956192602e-06,1.63550285565424e-05,1.12242324247759e-06,6.51605625255954e-07,0.000112810377799521,3.78210660313895e-05,0.0145481821568082
"Obj 1420",0.984547762931592,6.83811887101002e-06,0.00165786033658694,0.000576028252307908,3.44374654021004e-06,1.84474137476544e-06,1.51504467940861e-05,1.04295629323141e-06,6.05758491309428e-07,0.000104092115430923,3.49853387344778e-05,0.0130503452569829
"Obj 1421",0.986045171651636,6.29499860495825e-06,0.00157198516422179,0.00052564928850576,3.17359594449835e-06,1.70084400708565e-06,1.39255834908406e-05,9.62094112621335e-07,5.59022048164341e-07,9.54013506602505e-05,3.21013892696344e-05,0.0117030750174986
"Obj 1422",0.98678090914851,6.13150024258985e-06,0.00156237083212749,0.000507026294859505,3.09415390716582e-06,1.65928201577752e-06,1.35431059396038e-05,9.39051793474034e-07,5.45906480999496e-07,9.23507161008812e-05,3.11733032342242e-05,0.011000256704788
"Obj 1423",0.989886302014262,4.76394678562302e-06,0.00125427596806409,0.000388425389371418,2.40506541117573e-06,1.29075716101245e-06,1.0511385720017e-05,7.30917516639312e-07,4.25081358029947e-07,7.14055889634482e-05,2.4166503213758e-05,0.00835529738217328
"Obj 1424",0.991576754466125,4.04429565950494e-06,0.00109529048945886,0.000326431707909624,2.0433331061144e-06,1.09733630993864e-06,8.91520845154922e-06,6.21715641605656e-07,3.61702059398428e-07,6.03077225269789e-05,2.04634461065474e-05,0.00690366857664526
"Obj 1425",0.992282355815731,3.79791211672227e-06,0.00105483372655981,0.000302654553257284,1.92040110583506e-06,1.03205665943656e-06,8.36106204042593e-06,5.85038239450422e-07,3.40527469856592e-07,5.6341557045714e-05,1.91616568366434e-05,0.00626861569293737
"Obj 1426",0.98970471720129,5.29427522985596e-06,0.00149107834854478,0.000415598267282875,2.67968964262961e-06,1.44088805605632e-06,1.16298213059396e-05,8.17456518300087e-07,4.76027683623148e-07,7.77618253315482e-05,2.65801112203403e-05,0.0082619260878938
"Obj 1427",0.994544967475299,2.78643467865875e-06,0.00081794572251714,0.00021768955624457,1.41149937976475e-06,7.59558889557247e-07,6.12170621977212e-06,4.309506780316e-07,2.51058476544794e-07,4.09494687781217e-05,1.39925007044978e-05,0.00435269406813397
"Obj 1428",0.994654839811654,2.77998415115928e-06,0.000838864819757654,0.000214858874458467,1.4095391895251e-06,7.59037746723532e-07,6.1020008095271e-06,4.30856084068424e-07,2.51115513896488e-07,4.06511870162074e-05,1.39229260965741e-05,0.00422512984752212
"Obj 1429",0.980208030519646,1.19115476776852e-05,0.00346440475044302,0.000885113737735329,6.05454798826291e-06,3.26578398384234e-06,2.61177295146901e-05,1.85505770493652e-06,1.08184720212796e-06,0.000171906434424909,5.93710683123497e-05,0.0151608869753666
"Obj 1430",0.996020930127995,2.15278547898122e-06,0.000686008519752845,0.000162640057199522,1.09326110712e-06,5.89491945379152e-07,4.71454297062909e-06,3.34977084213076e-07,1.95390359514642e-07,3.11462920772937e-05,1.0724646128892e-05,0.00307946990790112
"Obj 1431",0.996185032628549,2.10140682493981e-06,0.000688353447201491,0.000157560205407434,1.06820612376249e-06,5.7620258758512e-07,4.59409325632451e-06,3.2764006775128e-07,1.91177880852583e-07,3.02219195258547e-05,1.04285095875748e-05,0.00291954456298724
"Obj 1432",0.997350084821439,1.47301793449334e-06,0.000497549899609488,0.000109183894208075,7.49156097931467e-07,4.04401021806463e-07,3.21650985960507e-06,2.30066703109639e-07,1.34304004147746e-07,2.10772703954785e-05,7.2943888425285e-06,0.00200860226988432
"Obj 1433",0.997961251861789,1.15012407276606e-06,0.000398723735314178,8.45062773279193e-05,5.85419124931268e-07,3.16207872840336e-07,2.50862863779148e-06,1.79982119532124e-07,1.05110141646297e-07,1.63758103767591e-05,5.68156808087694e-06,0.00152861527514172
"Obj 1434",0.997951176357844,1.17883459769869e-06,0.000420285157196672,8.57763199365607e-05,6.00676643644976e-07,3.24634833990069e-07,2.56839157952688e-06,1.84868336408001e-07,1.08003217229796e-07,1.67084917552507e-05,5.80748280082607e-06,0.00151528078125784
"Obj 1435",0.997765084185466,1.31329168985968e-06,0.000479299598973326,9.42205501090823e-05,6.69855408414176e-07,3.62375631473959e-07,2.86025392037989e-06,2.06417293936664e-07,1.20661695501471e-07,1.85414233681785e-05,6.45990483727599e-06,0.00163086148160725
"Obj 1436",0.998121350893815,1.11258440699744e-06,0.000418284596723509,7.91268281554079e-05,5.6776078743954e-07,3.07271393116773e-07,2.41780643019238e-06,1.75160220596992e-07,1.024349194454e-07,1.56011452526573e-05,5.44981959668219e-06,0.0013555036982989
"Obj 1437",0.998654632300684,8.0391438556395e-07,0.000311849865622013,5.67009740523134e-05,4.10578195004154e-07,2.22340946986708e-07,1.74596200137344e-06,1.26803091306783e-07,7.41796489099986e-08,1.1222450129033e-05,3.93062950639583e-06,0.000958280001736989
"Obj 1438",0.998622125633199,8.36398478352463e-07,0.000333196309053116,5.82213593910571e-05,4.27493675591153e-07,2.31647168418544e-07,1.81335872823396e-06,1.32195427908882e-07,7.73681273916092e-08,1.16046330421638e-05,4.07530443991059e-06,0.000967258299269268
"Obj 1439",0.999292249357458,4.31452049577942e-07,0.000177015577693357,2.9878773823354e-05,2.2071459796702e-07,1.19676614015112e-07,9.34913103736175e-07,6.83133570675578e-08,3.99976777598398e-08,5.96779058593182e-06,2.09943804512192e-06,0.000490973994993888
"Obj 1440",0.99936727768119,3.89756791645111e-07,0.000165156223938011,2.66680406287406e-05,1.99529408141407e-07,1.08261655386664e-07,8.43574447774012e-07,6.18343846272951e-08,3.62180151890913e-08,5.36386298774668e-06,1.89156496850285e-06,0.000432003451584654
"Obj 1441",0.999427106379144,3.56682034889285e-07,0.000155708954798019,2.4162236177602e-05,1.82755929171814e-07,9.92218421051654e-08,7.71324366000873e-07,5.66995159501995e-08,3.32226984371863e-08,4.88585030912565e-06,1.7266959437354e-06,0.000384909977241288
"Obj 1442",0.999173991220517,5.23560284649317e-07,0.000233690982095414,3.51386729342663e-05,2.6859755234653e-07,1.45921961798982e-07,1.13141766727461e-06,8.34183056238594e-08,4.88973011450806e-08,7.13728905687653e-06,2.52899472896187e-06,0.000545311027595024
"Obj 1443",0.99971967141366,1.77383596080168e-07,8.18936880024689e-05,1.18041404246514e-05,9.10356136935766e-08,4.94857605191815e-08,3.8264730730304e-07,2.83043621805593e-08,1.65996128066306e-08,2.40718295313791e-06,8.54371836600933e-07,0.000182623746870556
"Obj 1444",0.999810324072212,1.20539152886255e-07,5.74302638664527e-05,7.94913862781914e-06,6.19120121711697e-08,3.36745010762513e-08,2.59746127565891e-07,1.92703550799518e-08,1.13058148781783e-08,1.62814304079205e-06,5.79173509458721e-07,0.000121582760779312
"Obj 1445",0.999698008791736,1.94283407958112e-07,9.50315441491553e-05,1.2677663954964e-05,9.98882758202261e-08,5.43700717552859e-08,4.18421303569152e-07,3.11254716067427e-08,1.82689745294363e-08,2.61213648672699e-06,9.31395498397006e-07,0.000189922110669385
"Obj 1446",0.999874582184467,8.09125894254841e-08,4.08971741990986e-05,5.22824565702859e-06,4.16256219205832e-08,2.26701856631708e-08,1.73994846589487e-07,1.29858899001013e-08,7.62497419669662e-09,1.08261923176927e-06,3.86905680126802e-07,7.74830566573028e-05
"Obj 1447",0.999665530351566,2.18740437943379e-07,0.000113425175531369,1.39552246132444e-05,1.12646423683258e-07,6.13984595089439e-08,4.70134382302111e-07,3.51855666981067e-08,2.06682313747878e-08,2.91276987762262e-06,1.04358963689171e-06,0.000202214115273241
"Obj 1448",0.999701124393664,1.96587060228765e-07,0.000104735949501168,1.24227518111373e-05,1.01323374285019e-07,5.52625115811827e-08,4.220024709565e-07,3.16826891342922e-08,1.86196734769014e-08,2.60675652339949e-06,9.35548804065527e-07,0.00017734912191643
"Obj 1449",0.99993816659844,4.02936334993228e-08,2.23455696830368e-05,2.53026373631106e-06,2.07783047203842e-08,1.13374470072671e-08,8.63705259118754e-08,6.50371036721265e-09,3.82356964362022e-09,5.31593589926771e-07,1.91233848070234e-07,3.60656335110567e-05
"Obj 1450",0.999921042039961,5.17192971254072e-08,2.95330131156015e-05,3.21505959940212e-06,2.66938614136179e-08,1.45744963996256e-08,1.10749684895731e-07,8.36467854670116e-09,4.91959642217747e-09,6.79300779084382e-07,2.44846245180633e-07,4.50687186850432e-05
"Obj 1451",0.999945557327285,3.57584427782799e-08,2.0958052031044e-05,2.20818929909576e-06,1.84716234543372e-08,1.00902619700182e-08,7.64824884602137e-08,5.79390620221941e-09,3.40886415437991e-09,4.67220969636656e-07,1.68873234633879e-07,3.04903315935654e-05
"Obj 1452",0.999976888551121,1.51659179136579e-08,9.20238228897549e-06,9.26193089285644e-07,7.83931798522566e-09,4.28513898638429e-09,3.23999200878595e-08,2.46194095952058e-09,1.44907191509051e-09,1.97255745143531e-07,7.14470770541046e-08,1.26505693708333e-05
"Obj 1453",0.999941952302177,3.82846129037571e-08,2.3864470348884e-05,2.31185338905994e-06,1.98063331346559e-08,1.08347847756527e-08,8.1728937048923e-08,6.22759537399205e-09,3.66707633844969e-09,4.95641122696131e-07,1.79972686146274e-07,3.10352109363263e-05
"Obj 1454",0.999969923581554,1.97278302317366e-08,1.27460605601128e-05,1.18208928393346e-06,1.02133127028934e-08,5.58993545380239e-09,4.2065240666942e-08,3.21455610780714e-09,1.89364407712418e-09,2.54254993080934e-07,9.24930470348453e-08,1.57188160427532e-05
"Obj 1455",0.9999235734892,5.03724597751961e-08,3.32571967692948e-05,2.99668626978553e-06,2.61022588473542e-08,1.42920060607399e-08,1.07220170430086e-07,8.22403469669811e-09,4.84627730769676e-09,6.45193859103761e-07,2.35371796784626e-07,3.9081004898318e-05
"Obj 1456",0.999988719900659,7.38085482867981e-09,5.05062695135346e-06,4.35036159322623e-07,3.82684695483915e-09,2.09691861498944e-09,1.57000741814287e-08,1.20705235908996e-09,7.11636167802441e-10,9.41923725630632e-08,3.44330204306523e-08,5.63488745384713e-06
"Obj 1457",1,0,0,0,0,0,0,0,0,0,0,0
"Obj 1458",0.999953947210855,2.98754747697904e-08,2.18485158791884e-05,1.72617561547606e-06,1.55151782047691e-08,8.5125272498979e-09,6.34106341251211e-08,4.90465839252211e-09,2.89412314268169e-09,3.78032422907538e-07,1.38698926205708e-07,2.18362537055509e-05
"Obj 1459",0.999979235051363,1.34302947666222e-08,1.01166289445136e-05,7.7041280483398e-07,6.98082041023603e-09,3.8320385846779e-09,2.84806391568545e-08,2.2090416716873e-09,1.30387546972545e-09,1.69166672757261e-07,6.22032116396208e-08,9.59030029274588e-06
"Obj 1460",0.999969153927655,1.9839545687067e-08,1.54083731692797e-05,1.12641992703176e-06,1.03186948300387e-08,5.66791749884567e-09,4.20255798493701e-08,3.26911429115228e-09,1.93043333733441e-09,2.48615542682321e-07,9.1674362955549e-08,1.38879380574009e-05
"Obj 1461",0.999941188146345,3.76296570345408e-08,3.01290620731672e-05,2.12346959406923e-06,1.95915823233848e-08,1.07659841981505e-08,7.96062874162504e-08,6.21232474918078e-09,3.66973978182411e-09,4.69410178172375e-07,1.73393686555699e-07,2.57590425478687e-05
"Obj 1462",0.999970668816146,1.85885250566933e-08,1.54107132137108e-05,1.03806352494229e-06,9.68321019325263e-09,5.32527362041642e-09,3.92957024420079e-08,3.07417613150206e-09,1.81679941803183e-09,2.30918993153404e-07,8.55021220710831e-08,1.24882023132508e-05
"Obj 1463",0.999739646836455,1.65083700653297e-07,0.000139989532257111,9.13553653167847e-06,8.61064129947894e-08,4.73880036029517e-08,3.48740053958942e-07,2.736437780803e-08,1.61794969166126e-08,2.0434736064613e-06,7.57644332006307e-07,0.000107736114772512
"Obj 1464",0.99982060210923,1.12432694312034e-07,9.86874916005528e-05,6.1757780530921e-06,5.86756498832719e-08,3.23014117677652e-08,2.37052972614691e-07,1.86665745866991e-08,1.10403583885335e-08,1.38326869941067e-06,5.14263478815959e-07,7.21669192770136e-05
"Obj 1465",0.999956117635796,2.70532891700124e-08,2.47416924806689e-05,1.47098387014214e-06,1.41237860606688e-08,7.78122159811943e-09,5.70028134220957e-08,4.49859460277706e-09,2.66178799314521e-09,3.31617892488789e-07,1.23544988647147e-07,1.71014034793406e-05
"Obj 1466",0.99985505892915,8.87628267683854e-08,8.36712992425839e-05,4.77526210749781e-06,4.63849065318832e-08,2.55744270886288e-08,1.86881803248915e-07,1.47912393378598e-08,8.75560560321163e-09,1.08407292328809e-06,4.04521170772031e-07,5.4634764597135e-05
"Obj 1467",0.999190216277312,5.00910241156286e-07,0.000475745145489083,2.66288098188391e-05,2.62064312579116e-07,1.44607078086823e-07,1.05389212214476e-06,8.36676904668063e-08,4.95504916164156e-08,6.083718191005e-06,2.27761878003585e-06,0.000296953738473046
"Obj 1468",0.999853530262585,8.71159480260165e-08,8.81267891045673e-05,4.61763613438103e-06,4.55902408600796e-08,2.51630102537343e-08,1.82991221527499e-07,1.45666813068987e-08,8.62993991399582e-09,1.05467526704056e-06,3.95068719368012e-07,5.19115111481491e-05
"Obj 1469",0.999774931165112,1.3215588368095e-07,0.000138432097922418,6.94882812071448e-06,6.92227578924023e-08,3.82247893090871e-08,2.77328164018897e-07,2.21406006321251e-08,1.31205108365489e-08,1.59234165036728e-06,5.97842948203965e-07,7.69455315403362e-05
"Obj 1470",0.999676844828189,1.87876633289647e-07,0.000202131428081141,9.80720170712357e-06,9.84886352007139e-08,5.44163452917611e-08,3.93758955858893e-07,3.15328355648698e-08,1.86949685667373e-08,2.25342422878266e-06,8.47798951986227e-07,0.000107330550467741
"Obj 1471",0.999697071228521,1.7226649906264e-07,0.000193864790546653,8.88497817185116e-06,9.03483137710233e-08,4.9956240962877e-08,3.60769691745022e-07,2.89630950949154e-08,1.71783379244521e-08,2.05770430678047e-06,7.75810323973711e-07,9.66260059514092e-05
"Obj 1472",0.999609029559598,2.19896918148879e-07,0.00025454926938521,1.12603609514256e-05,1.15421924834483e-07,6.38506708206976e-08,4.59928020288549e-07,3.70383200784626e-08,2.19754214820728e-08,2.61437942617865e-06,9.87651835561764e-07,0.000120640667527658
"Obj 1473",0.99934692920674,3.62378671848031e-07,0.000432287191930722,1.83940704879839e-05,1.90378004207501e-07,1.05397779576711e-07,7.57601846910807e-07,6.11542412618169e-08,3.63020748494744e-08,4.2926955765155e-06,1.6251986331242e-06,0.000194958424013128
"Obj 1474",0.999364374846134,3.45142313731285e-07,0.000428432255645647,1.73916641009058e-05,1.8145031459389e-07,1.00502789943383e-07,7.20729623641209e-07,5.83454137791988e-08,3.46470647087282e-08,4.07033059967558e-06,1.54382847061192e-06,0.000182746257528784
"Obj 1475",0.999282671573084,3.82446662951026e-07,0.000491953537788584,1.90860128839083e-05,2.01179689709001e-07,1.11499291080296e-07,7.97743998687217e-07,6.4764839005164e-08,3.84730628698881e-08,4.48917292132605e-06,1.70672119739259e-06,0.000198496874580045
"Obj 1476",0.998087735921638,1.02360864617667e-06,0.00132580032167358,5.05765666428778e-05,5.38948597168942e-07,2.98844691757052e-07,2.1304172538811e-06,1.73697519633822e-07,1.03237106923753e-07,1.19350299326061e-05,4.54853040851525e-06,0.000515134875888642
"Obj 1477",0.998609669872993,7.15952222317704e-07,0.000983417451088939,3.51901396757166e-05,3.77297155309768e-07,2.09340726336043e-07,1.49021726074471e-06,1.21703837370876e-07,7.2354965495516e-08,8.33865863701945e-06,3.17997765203923e-06,0.000357217033785988
"Obj 1478",0.998445516330024,7.84862330385699e-07,0.00111683134989351,3.82386066594961e-05,4.13853765341872e-07,2.29731331488106e-07,1.63118183108789e-06,1.3364522693277e-07,7.94800666152737e-08,9.09131599332887e-06,3.4755714357601e-06,0.000383574071442147
"Obj 1479",0.998149350347211,9.10320932123428e-07,0.00135055756983381,4.39889212866814e-05,4.80416472943894e-07,2.66874802666903e-07,1.89129074111789e-06,1.55299180914451e-07,9.2397083935557e-08,1.05151640977178e-05,4.02564788498797e-06,0.000437765750472272
"Obj 1480",0.997091302997556,1.42423441465692e-06,0.0021440909895547,6.81987850291169e-05,7.52196298458146e-07,4.18027642076477e-07,2.95247176585807e-06,2.43420160941722e-07,1.44890658329369e-07,1.63456044255635e-05,6.27382451858684e-06,0.000667852557975606
"Obj 1481",0.997353901253034,1.25756346961732e-06,0.00197832343846301,5.99050439899501e-05,6.64748114128876e-07,3.6967177649023e-07,2.60712067476371e-06,2.15309013864035e-07,1.28203509262329e-07,1.43978674460495e-05,5.5368925839559e-06,0.00058269288792546
"Obj 1482",0.996730148434535,1.52188442700466e-06,0.00247894046344053,7.17373969543825e-05,8.04926368040324e-07,4.47928499488973e-07,3.15240163342478e-06,2.61030490125165e-07,1.55480606489398e-07,1.73419553300882e-05,6.68553711129042e-06,0.000688802560604567
"Obj 1483",0.996095424665282,1.76687882608754e-06,0.00299726429497356,8.27345305061963e-05,9.3529491763665e-07,5.20740186619106e-07,3.65554245223908e-06,3.03586830404794e-07,1.80911621826336e-07,2.00606724070652e-05,7.74169045742268e-06,0.000789411191538733
"Obj 1484",0.996192599850618,1.66327453138842e-06,0.00296584504667126,7.71407049993134e-05,8.80855340918062e-07,4.9072341541934e-07,3.43797012396835e-06,2.86251351453372e-07,1.70638369849561e-07,1.88014821469543e-05,7.2720104602003e-06,0.000731411191971489
"Obj 1485",0.995064032896015,2.11420930361385e-06,0.00388581587978033,9.73145187628744e-05,1.12059343674058e-06,6.24579205763078e-07,4.36434601854206e-06,3.64517229988529e-07,2.17375373452538e-07,2.37844987778221e-05,9.21915377769598e-06,0.000911027432318083
"Obj 1486",0.99475017863788,2.18508579033711e-06,0.00418026985118668,9.97635465145365e-05,1.15907598435435e-06,6.46545101475372e-07,4.50937871845137e-06,3.77420697233063e-07,2.25176583601313e-07,2.45276316458871e-05,9.51713211944145e-06,0.000926640517777401
"Obj 1487",0.992647237008674,2.914824217255e-06,0.0059736842712758,0.000131040974424077,1.54828028044591e-06,8.64442931999064e-07,5.99849899251876e-06,5.05214744400762e-07,3.01626664408261e-07,3.23891320932933e-05,1.26260562503178e-05,0.0011908896694515
"Obj 1488",0.991450192274821,3.31635089170132e-06,0.00700554745453188,0.000147957346721335,1.76295788465865e-06,9.84818768462692e-07,6.81626450107512e-06,5.7582399227972e-07,3.43929303971886e-07,3.66993062083694e-05,1.4328469290353e-05,0.00133147500308429
"Obj 1489",0.991421011613576,3.17474098667751e-06,0.00711792910085788,0.000140521115175408,1.68869195457426e-06,9.43977865050382e-07,6.5237040089385e-06,5.52147647611676e-07,3.29898532672597e-07,3.50231015165983e-05,1.36990036065059e-05,0.00125860290427158
"Obj 1490",0.990864727226924,3.30368891669548e-06,0.00763709002980803,0.000145181635523241,1.75829636093052e-06,9.83461923742509e-07,6.78220485865928e-06,5.75503387862587e-07,3.43988168354268e-07,3.62806047074029e-05,1.42284304468429e-05,0.00128874492897441
"Obj 1491",0.988924315818686,3.8783167063811e-06,0.00934501919394885,0.000169256310332524,2.06609239657924e-06,1.15622997482613e-06,7.95522518323417e-06,6.76871713500115e-07,4.04716792368431e-07,4.24412763350926e-05,1.66676508627177e-05,0.00148616229706789
"Obj 1492",0.987269486915995,4.30236392001362e-06,0.0108399655366154,0.000186049080498115,2.29350108504587e-06,1.28433087278836e-06,8.81727411800145e-06,7.52214105390183e-07,4.49950866523771e-07,4.69144315941425e-05,1.84508024769638e-05,0.00162123359785226
"Obj 1493",0.984804880916537,5.04816866868554e-06,0.0130177267743334,0.000216671204838204,2.69288010110044e-06,1.50857173378898e-06,1.03270697667436e-05,8.84110809836554e-07,5.29038542466016e-07,5.47242621911439e-05,2.15795146897188e-05,0.00186342748778808
"Obj 1494",0.982746647053086,5.50077856708158e-06,0.0149074215438262,0.000234545214550038,2.93673835911726e-06,1.64622882716665e-06,1.12492213196984e-05,9.65056041631142e-07,5.77728388489262e-07,5.94761033560566e-05,2.34820900527119e-05,0.00200555224362552
"Obj 1495",0.974665717884879,8.20432282128321e-06,0.0219353576325676,0.000345630408213054,4.38328747055262e-06,2.4583151744873e-06,1.6738775291304e-05,1.4423211686948e-06,8.6380575091237e-07,8.79950683207685e-05,3.48733294480549e-05,0.00289633484889468
"Obj 1496",0.97865555560482,6.35410771868004e-06,0.0187115520433489,0.000266912651152891,3.39704804938025e-06,1.90644409064424e-06,1.29701419768192e-05,1.11856617905056e-06,6.70134564542957e-07,6.8169211861104e-05,2.70125337377845e-05,0.00224438151250002
"Obj 1497",0.975339177155721,7.2009096785391e-06,0.0217313311131538,0.00029983016862111,3.85175198104416e-06,2.16268944624095e-06,1.4675197684514e-05,1.26973721360133e-06,7.60994922324605e-07,7.68235621579776e-05,3.05211134223876e-05,0.002492395605997
"Obj 1498",0.972181698604228,7.77000580466801e-06,0.0246964820173615,0.000321292044006185,4.15966352392155e-06,2.33697198741811e-06,1.58284781974071e-05,1.37252230844857e-06,8.22890405963658e-07,8.26441593219581e-05,3.28848167340119e-05,0.00265270782612057
"Obj 1499",0.970382978987964,8.01826892324323e-06,0.0264451508713533,0.000328750149159154,4.29445463474103e-06,2.41416638646166e-06,1.63157015621846e-05,1.41859069735605e-06,8.50837924309034e-07,8.49092370670173e-05,3.38579038268793e-05,0.00269104083050177
"Obj 1500",0.964743951693026,9.21568373536273e-06,0.0316612134748814,0.000375513017490541,4.94063456391694e-06,2.77883067082966e-06,1.87352760153323e-05,1.63352940800447e-06,9.80109652229988e-07,9.72344454436832e-05,3.88342152984082e-05,0.0030449690898145
"Obj 1501",0.961349607038246,9.6820866910235e-06,0.0349307586399045,0.000390745784347548,5.19320397545536e-06,2.92270172484576e-06,1.96626842552148e-05,1.71894480584334e-06,1.03180046433276e-06,0.000101773851222728,4.07051967961011e-05,0.00314619806756664
"Obj 1502",0.957116288514566,1.03265461065183e-05,0.0389710090063453,0.000414402515156812,5.54434649134215e-06,3.12214868082673e-06,2.09655689123206e-05,1.83679456248924e-06,1.10286851778368e-06,0.000108228982240754,4.33599376878061e-05,0.00330381277073229
"Obj 1503",0.954588014192479,1.04644671699782e-05,0.04148739059533,0.000416981013403343,5.62145877414375e-06,3.16746576753202e-06,2.1220642922195e-05,1.86414930463602e-06,1.11983451671884e-06,0.000109307137905494,4.38534251456701e-05,0.00331099561728094
"Obj 1504",0.946863668906522,1.19922994206546e-05,0.0487230204956627,0.000473564728085381,6.44529862634697e-06,3.63321833821216e-06,2.42780150102995e-05,2.13986522083784e-06,1.28587598999421e-06,0.000124521837757389,5.00908213467179e-05,0.00371535863801934
"Obj 1505",0.942530404247318,1.22442315428338e-05,0.0530086284314775,0.000480290516698709,6.58580688859857e-06,3.71487490047392e-06,2.47794521272706e-05,2.18852354983533e-06,1.31566118478277e-06,0.000126822695399415,5.10761690548014e-05,0.00375194938985787
"Obj 1506",0.933852266470401,1.37279437648845e-05,0.0612198499422527,0.000535920813674451,7.39180891601911e-06,4.17130782556969e-06,2.77628468507293e-05,2.45832046735994e-06,1.47832687420375e-06,0.000141663919912485,5.71564625757746e-05,0.00413615183648466
"Obj 1507",0.925979919514908,1.47859334330389e-05,0.0687874617487614,0.000572991851211181,7.96765791827808e-06,4.4991045763498e-06,2.98809318543399e-05,2.65243061790425e-06,1.59569592061818e-06,0.000152077081059884,6.1452897862836e-05,0.00438471515187571
"Obj 1508",0.922138896924475,1.48340244894524e-05,0.0726726321044374,0.000569917616109064,7.99586154537226e-06,4.51764153489433e-06,2.99384003711979e-05,2.66483010206734e-06,1.60383066215621e-06,0.000151919410580836,6.15189505388168e-05,0.00434356040515401
"Obj 1509",0.911641204038012,1.64358165118617e-05,0.0827035444457515,0.000626641054947441,8.86701289377607e-06,5.0131293450625e-06,3.31490944241286e-05,2.95813119294136e-06,1.78107734117645e-06,0.000167747990694282,6.80379072019646e-05,0.00472462030168434
"Obj 1510",0.904423190954236,1.68134666385289e-05,0.0898618384609038,0.000636624740832904,9.07603064305431e-06,5.13383359138271e-06,3.38785900195866e-05,3.03098428095618e-06,1.8254595547128e-06,0.000170925882575377,6.94481466439645e-05,0.00476821345007988
"Obj 1511",0.892866726696348,1.80542621275499e-05,0.101070702427193,0.0006787644295168,9.75140906787061e-06,5.51828103022746e-06,3.6330128371207e-05,3.259613677211e-06,1.9640233111449e-06,0.000182727338923314,7.43734102520604e-05,0.00505182798018174
"Obj 1512",0.883793561086241,1.87375846302478e-05,0.110000543525415,0.000699381411218924,1.01266336618515e-05,5.7335899614628e-06,3.76633673290764e-05,3.38860629564371e-06,2.04235960708074e-06,0.000188853010852851,7.70175333060069e-05,0.00516295129148087
"Obj 1513",0.8678770450034,2.09536735979584e-05,0.125285851928454,0.000777741652546137,1.13366701796464e-05,6.42173046370767e-06,4.20763995643726e-05,3.79652273073737e-06,2.28916650905869e-06,0.000210428517648869,8.59459664362451e-05,0.00567611276846887
"Obj 1514",0.854903414255554,2.17848159728528e-05,0.138070896046904,0.000803446523303282,1.17943573668254e-05,6.68473171436703e-06,4.37174085221341e-05,3.95356906771781e-06,2.38472662646451e-06,0.0002180462122962,8.91922370257076e-05,0.00582468511564721
"Obj 1515",0.846068195273002,2.17504527719517e-05,0.147005457229256,0.000794852067127547,1.17791890958988e-05,6.68005822057835e-06,4.35981510715538e-05,3.95313132064739e-06,2.38530415151894e-06,0.000216828330131065,8.88647645673418e-05,0.00573565604928309
